K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	1	ko00900	Metabolism;Metabolism of terpenoids and polyketides;Terpenoid backbone biosynthesis
K00055	aryl-alcohol dehydrogenase [EC:1.1.1.90]	4	ko00350 & ko00360 & ko00623 & ko00622	Metabolism;Amino acid metabolism;Tyrosine metabolism & Metabolism;Amino acid metabolism;Phenylalanine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Toluene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Xylene degradation
K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	3	ko00680 & ko00260 & ko00270	Metabolism;Energy metabolism;Methane metabolism & Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism & Metabolism;Amino acid metabolism;Cysteine and methionine metabolism
K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	3	ko00061 & ko00780 & ko00333	Metabolism;Lipid metabolism;Fatty acid biosynthesis & Metabolism;Metabolism of cofactors and vitamins;Biotin metabolism & Metabolism;Biosynthesis of other secondary metabolites;Prodigiosin biosynthesis
K00060	threonine 3-dehydrogenase [EC:1.1.1.103]	1	ko00260	Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism
K00061	11-cis-retinol dehydrogenase [EC:1.1.1.315]	1	ko00830	Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism
K00062	D-arabinose 1-dehydrogenase [EC:1.1.1.116]	1	ko00053	Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism
K00063	D-arabinose 1-dehydrogenase [EC:1.1.1.117]	1	ko00053	Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism
K00064	D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	2	ko00051 & ko00053	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism & Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism
K00065	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	1	ko00040	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions
K00066	GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	2	ko00051 & ko00520	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism & Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism
K00067	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	3	ko00541 & ko00523 & ko00521	Metabolism;Glycan biosynthesis and metabolism;O-Antigen nucleotide sugar biosynthesis & Metabolism;Metabolism of terpenoids and polyketides;Polyketide sugar unit biosynthesis & Metabolism;Biosynthesis of other secondary metabolites;Streptomycin biosynthesis
K00068	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	1	ko00051	Metabolism;Carbohydrate metabolism;Fructose and mannose metabolism
K00069	15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	1	ko00590	Metabolism;Lipid metabolism;Arachidonic acid metabolism
K00070	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	1	ko00140	Metabolism;Lipid metabolism;Steroid hormone biosynthesis
K00072	sepiapterin reductase [EC:1.1.1.153]	1	ko00790	Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis
K00073	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	1	ko00230	Metabolism;Nucleotide metabolism;Purine metabolism
K00074	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	3	ko00650 & ko00360 & ko00362	Metabolism;Carbohydrate metabolism;Butanoate metabolism & Metabolism;Amino acid metabolism;Phenylalanine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Benzoate degradation
K00075	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	2	ko00520 & ko00550	Metabolism;Carbohydrate metabolism;Amino sugar and nucleotide sugar metabolism & Metabolism;Glycan biosynthesis and metabolism;Peptidoglycan biosynthesis
K00076	7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	1	ko00121	Metabolism;Lipid metabolism;Secondary bile acid biosynthesis
K00077	2-dehydropantoate 2-reductase [EC:1.1.1.169]	1	ko00770	Metabolism;Metabolism of cofactors and vitamins;Pantothenate and CoA biosynthesis
K00078	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	2	ko00040 & ko00980	Metabolism;Carbohydrate metabolism;Pentose and glucuronate interconversions & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K00079	carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]	3	ko00590 & ko00790 & ko00980	Metabolism;Lipid metabolism;Arachidonic acid metabolism & Metabolism;Metabolism of cofactors and vitamins;Folate biosynthesis & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K00081	carbonyl reductase 2 [EC:1.1.1.184]	2	ko00590 & ko00980	Metabolism;Lipid metabolism;Arachidonic acid metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450
K00082	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	1	ko00740	Metabolism;Metabolism of cofactors and vitamins;Riboflavin metabolism
K00083	cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]	1	ko00940	Metabolism;Biosynthesis of other secondary metabolites;Phenylpropanoid biosynthesis
K00086	1,3-propanediol dehydrogenase [EC:1.1.1.202]	2	ko00640 & ko00561	Metabolism;Carbohydrate metabolism;Propanoate metabolism & Metabolism;Lipid metabolism;Glycerolipid metabolism
K00087	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	1	ko00230	Metabolism;Nucleotide metabolism;Purine metabolism
K00088	IMP dehydrogenase [EC:1.1.1.205]	2	ko00230 & ko00983	Metabolism;Nucleotide metabolism;Purine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - other enzymes
K00090	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	4	ko00030 & ko00620 & ko00630 & ko00260	Metabolism;Carbohydrate metabolism;Pentose phosphate pathway & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism
K00091	dihydroflavonol-4-reductase [EC:1.1.1.219]	0		
K00093	methanol dehydrogenase [EC:1.1.1.244]	1	ko00680	Metabolism;Energy metabolism;Methane metabolism
K00094	galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	1	ko00052	Metabolism;Carbohydrate metabolism;Galactose metabolism
K00096	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00097	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	1	ko00750	Metabolism;Metabolism of cofactors and vitamins;Vitamin B6 metabolism
K00098	L-idonate 5-dehydrogenase [EC:1.1.1.264]	0		
K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	1	ko00900	Metabolism;Metabolism of terpenoids and polyketides;Terpenoid backbone biosynthesis
K00100	butanol dehydrogenase [EC:1.1.1.-]	1	ko00650	Metabolism;Carbohydrate metabolism;Butanoate metabolism
K00101	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	1	ko00620	Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00102	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	1	ko00620	Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00103	L-gulonolactone oxidase [EC:1.1.3.8]	1	ko00053	Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism
K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	1	ko00630	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism
K00105	alpha-glycerophosphate oxidase [EC:1.1.3.21]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00106	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	3	ko00230 & ko00232 & ko00983	Metabolism;Nucleotide metabolism;Purine metabolism & Metabolism;Biosynthesis of other secondary metabolites;Caffeine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - other enzymes
K00107	D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]	1	ko00053	Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism
K00108	choline dehydrogenase [EC:1.1.99.1]	1	ko00260	Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism
K00109	2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	1	ko00650	Metabolism;Carbohydrate metabolism;Butanoate metabolism
K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00112	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00113	glycerol-3-phosphate dehydrogenase subunit C	1	ko00564	Metabolism;Lipid metabolism;Glycerophospholipid metabolism
K00114	alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	3	ko00010 & ko00620 & ko00625	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation
K00115	glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]	1	ko00030	Metabolism;Carbohydrate metabolism;Pentose phosphate pathway
K00116	malate dehydrogenase (quinone) [EC:1.1.5.4]	2	ko00020 & ko00620	Metabolism;Carbohydrate metabolism;Citrate cycle (TCA cycle) & Metabolism;Carbohydrate metabolism;Pyruvate metabolism
K00117	quinoprotein glucose dehydrogenase [EC:1.1.5.2]	1	ko00030	Metabolism;Carbohydrate metabolism;Pentose phosphate pathway
K00118	glucose-fructose oxidoreductase [EC:1.1.99.28]	0		
K00121	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	10	ko00010 & ko00620 & ko00680 & ko00071 & ko00350 & ko00830 & ko00625 & ko00626 & ko00980 & ko00982	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Energy metabolism;Methane metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Amino acid metabolism;Tyrosine metabolism & Metabolism;Metabolism of cofactors and vitamins;Retinol metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Naphthalene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450
K00122	formate dehydrogenase [EC:1.17.1.9]	2	ko00630 & ko00680	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Energy metabolism;Methane metabolism
K00123	formate dehydrogenase major subunit [EC:1.17.1.9]	2	ko00630 & ko00680	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Energy metabolism;Methane metabolism
K00124	formate dehydrogenase iron-sulfur subunit	2	ko00630 & ko00680	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Energy metabolism;Methane metabolism
K00125	formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	1	ko00680	Metabolism;Energy metabolism;Methane metabolism
K00126	formate dehydrogenase subunit delta [EC:1.17.1.9]	2	ko00630 & ko00680	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Energy metabolism;Methane metabolism
K00127	formate dehydrogenase subunit gamma	2	ko00630 & ko00680	Metabolism;Carbohydrate metabolism;Glyoxylate and dicarboxylate metabolism & Metabolism;Energy metabolism;Methane metabolism
K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	15	ko00010 & ko00053 & ko00620 & ko00071 & ko00561 & ko00280 & ko00310 & ko00330 & ko00340 & ko00380 & ko00410 & ko00770 & ko00981 & ko00903 & ko00625	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Ascorbate and aldarate metabolism & Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Lipid metabolism;Fatty acid degradation & Metabolism;Lipid metabolism;Glycerolipid metabolism & Metabolism;Amino acid metabolism;Valine, leucine and isoleucine degradation & Metabolism;Amino acid metabolism;Lysine degradation & Metabolism;Amino acid metabolism;Arginine and proline metabolism & Metabolism;Amino acid metabolism;Histidine metabolism & Metabolism;Amino acid metabolism;Tryptophan metabolism & Metabolism;Metabolism of other amino acids;beta-Alanine metabolism & Metabolism;Metabolism of cofactors and vitamins;Pantothenate and CoA biosynthesis & Metabolism;Metabolism of terpenoids and polyketides;Insect hormone biosynthesis & Metabolism;Metabolism of terpenoids and polyketides;Limonene degradation & Metabolism;Xenobiotics biodegradation and metabolism;Chloroalkane and chloroalkene degradation
K00129	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	7	ko00010 & ko00340 & ko00350 & ko00360 & ko00410 & ko00980 & ko00982	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Amino acid metabolism;Histidine metabolism & Metabolism;Amino acid metabolism;Tyrosine metabolism & Metabolism;Amino acid metabolism;Phenylalanine metabolism & Metabolism;Metabolism of other amino acids;beta-Alanine metabolism & Metabolism;Xenobiotics biodegradation and metabolism;Metabolism of xenobiotics by cytochrome P450 & Metabolism;Xenobiotics biodegradation and metabolism;Drug metabolism - cytochrome P450
K00130	betaine-aldehyde dehydrogenase [EC:1.2.1.8]	1	ko00260	Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism
K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	2	ko00010 & ko00030	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Carbohydrate metabolism;Pentose phosphate pathway
K00132	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	2	ko00620 & ko00650	Metabolism;Carbohydrate metabolism;Pyruvate metabolism & Metabolism;Carbohydrate metabolism;Butanoate metabolism
K00133	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	4	ko00260 & ko00270 & ko00300 & ko00261	Metabolism;Amino acid metabolism;Glycine, serine and threonine metabolism & Metabolism;Amino acid metabolism;Cysteine and methionine metabolism & Metabolism;Amino acid metabolism;Lysine biosynthesis & Metabolism;Biosynthesis of other secondary metabolites;Monobactam biosynthesis
K00134	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	2	ko00010 & ko00710	Metabolism;Carbohydrate metabolism;Glycolysis / Gluconeogenesis & Metabolism;Energy metabolism;Carbon fixation in photosynthetic organisms
