level1	level2	level3	Name	gene_family
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle)	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	K00030
Cellular Processes	Transport and catabolism	Peroxisome	isocitrate dehydrogenase [EC:1.1.1.42]	K00031
Human Diseases	Cancer: overview	Central carbon metabolism in cancer	isocitrate dehydrogenase [EC:1.1.1.42]	K00031
Metabolism	Carbohydrate metabolism; Energy metabolism; Metabolism of other amino acids	Citrate cycle (TCA cycle); Carbon fixation pathways in prokaryotes; Glutathione metabolism	isocitrate dehydrogenase [EC:1.1.1.42]	K00031
Metabolism	Carbohydrate metabolism; Metabolism of other amino acids	Pentose phosphate pathway; Glutathione metabolism	phosphogluconate 2-dehydrogenase [EC:1.1.1.43]	K00032
Metabolism	Carbohydrate metabolism; Metabolism of other amino acids	Pentose phosphate pathway; Glutathione metabolism	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	K00033
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	glucose 1-dehydrogenase [EC:1.1.1.47]	K00034
Metabolism	Carbohydrate metabolism	Galactose metabolism	D-galactose 1-dehydrogenase [EC:1.1.1.48]	K00035
BRITE	signaling and cellular processes	Exosome	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036
Human Diseases	Cancer: overview; Cardiovascular disease	Central carbon metabolism in cancer; Diabetic cardiomyopathy	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036
Metabolism	Carbohydrate metabolism; Metabolism of other amino acids	Pentose phosphate pathway; Glutathione metabolism	glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]	K00036
Metabolism	Lipid metabolism	Steroid hormone biosynthesis	3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	K00038
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	ribitol 2-dehydrogenase [EC:1.1.1.56]	K00039
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	fructuronate reductase [EC:1.1.1.57]	K00040
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	tagaturonate reductase [EC:1.1.1.58]	K00041
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	K00042
Metabolism	Carbohydrate metabolism	Butanoate metabolism	4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	K00043
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	mannitol 2-dehydrogenase [EC:1.1.1.67]	K00045
Other	metabolism	Enzymes with EC numbers	gluconate 5-dehydrogenase [EC:1.1.1.69]	K00046
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism; Propanoate metabolism	lactaldehyde reductase [EC:1.1.1.77]	K00048
Metabolism	Amino acid metabolism; Carbohydrate metabolism	Glycine, serine and threonine metabolism; Glyoxylate and dicarboxylate metabolism; Pyruvate metabolism	glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	K00049
Removed Ortholog	NA	NA	hydroxypyruvate reductase [EC:1.1.1.81]	K00050
Metabolism	Carbohydrate metabolism; Energy metabolism	Pyruvate metabolism; Carbon fixation in photosynthetic organisms	malate dehydrogenase (NADP+) [EC:1.1.1.82]	K00051
Metabolism	Amino acid metabolism; Carbohydrate metabolism	Valine, leucine and isoleucine biosynthesis; C5-Branched dibasic acid metabolism	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	K00052
Metabolism	Amino acid metabolism; Metabolism of cofactors and vitamins	Valine, leucine and isoleucine biosynthesis; Pantothenate and CoA biosynthesis	ketol-acid reductoisomerase [EC:1.1.1.86]	K00053
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	K00054
Metabolism	Amino acid metabolism; Xenobiotics biodegradation and metabolism	Phenylalanine metabolism; Tyrosine metabolism; Toluene degradation; Xylene degradation	aryl-alcohol dehydrogenase [EC:1.1.1.90]	K00055
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	K00057
BRITE	signaling and cellular processes	Exosome	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	K00058
Metabolism	Amino acid metabolism; Energy metabolism	Cysteine and methionine metabolism; Glycine, serine and threonine metabolism; Methane metabolism	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	K00058
BRITE	metabolism	Lipid biosynthesis proteins	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	K00059
Metabolism	Biosynthesis of other secondary metabolites; Lipid metabolism; Metabolism of cofactors and vitamins	Prodigiosin biosynthesis; Fatty acid biosynthesis; Biotin metabolism	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	K00059
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	threonine 3-dehydrogenase [EC:1.1.1.103]	K00060
Metabolism	Metabolism of cofactors and vitamins	Retinol metabolism	11-cis-retinol dehydrogenase [EC:1.1.1.315]	K00061
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	D-arabinose 1-dehydrogenase [EC:1.1.1.116]	K00062
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	D-arabinose 1-dehydrogenase [EC:1.1.1.117]	K00063
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism; Fructose and mannose metabolism	D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	K00064
Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	K00065
Environmental Information Processing	Signal transduction	Two-component system	GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	K00066
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism; Fructose and mannose metabolism	GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	K00066
Metabolism	Biosynthesis of other secondary metabolites; Glycan biosynthesis and metabolism; Metabolism of terpenoids and polyketides	Streptomycin biosynthesis; O-Antigen nucleotide sugar biosynthesis; Polyketide sugar unit biosynthesis	dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	K00067
Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism	sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	K00068
BRITE	signaling and cellular processes	Exosome	15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	K00069
Human Diseases	Cancer: overview	Transcriptional misregulation in cancer	15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	K00069
Metabolism	Lipid metabolism	Arachidonic acid metabolism	15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]	K00069
Human Diseases	Endocrine and metabolic disease	Cushing syndrome	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	K00070
Metabolism	Lipid metabolism	Steroid hormone biosynthesis	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	K00070
Organismal Systems	Endocrine system	Aldosterone synthesis and secretion; Cortisol synthesis and secretion; Ovarian steroidogenesis	3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]	K00070
BRITE	signaling and cellular processes	Exosome	sepiapterin reductase [EC:1.1.1.153]	K00072
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis	sepiapterin reductase [EC:1.1.1.153]	K00072
Metabolism	Nucleotide metabolism	Purine metabolism	ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	K00073
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Xenobiotics biodegradation and metabolism	Phenylalanine metabolism; Butanoate metabolism; Benzoate degradation	3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	K00074
BRITE	metabolism	Peptidoglycan biosynthesis and degradation proteins	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	K00075
Metabolism	Carbohydrate metabolism; Glycan biosynthesis and metabolism	Amino sugar and nucleotide sugar metabolism; Peptidoglycan biosynthesis	UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	K00075
Metabolism	Lipid metabolism	Secondary bile acid biosynthesis	7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	K00076
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis	2-dehydropantoate 2-reductase [EC:1.1.1.169]	K00077
Metabolism	Carbohydrate metabolism; Xenobiotics biodegradation and metabolism	Pentose and glucuronate interconversions; Metabolism of xenobiotics by cytochrome P450	dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	K00078
Human Diseases	Cancer: overview	Chemical carcinogenesis - DNA adducts; Chemical carcinogenesis - reactive oxygen species	carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]	K00079
Metabolism	Lipid metabolism; Metabolism of cofactors and vitamins; Xenobiotics biodegradation and metabolism	Arachidonic acid metabolism; Folate biosynthesis; Metabolism of xenobiotics by cytochrome P450	carbonyl reductase 1 [EC:1.1.1.184 1.1.1.189 1.1.1.197]	K00079
Metabolism	Lipid metabolism; Xenobiotics biodegradation and metabolism	Arachidonic acid metabolism; Metabolism of xenobiotics by cytochrome P450	carbonyl reductase 2 [EC:1.1.1.184]	K00081
Metabolism	Metabolism of cofactors and vitamins	Riboflavin metabolism	5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	K00082
Metabolism	Biosynthesis of other secondary metabolites	Phenylpropanoid biosynthesis	cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]	K00083
Metabolism	Carbohydrate metabolism; Lipid metabolism	Propanoate metabolism; Glycerolipid metabolism	1,3-propanediol dehydrogenase [EC:1.1.1.202]	K00086
Metabolism	Nucleotide metabolism	Purine metabolism	xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	K00087
BRITE	signaling and cellular processes	Exosome	IMP dehydrogenase [EC:1.1.1.205]	K00088
Metabolism	Nucleotide metabolism; Xenobiotics biodegradation and metabolism	Purine metabolism; Drug metabolism - other enzymes	IMP dehydrogenase [EC:1.1.1.205]	K00088
Metabolism	Amino acid metabolism; Carbohydrate metabolism	Glycine, serine and threonine metabolism; Glyoxylate and dicarboxylate metabolism; Pentose phosphate pathway; Pyruvate metabolism	glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	K00090
Other	metabolism	Enzymes with EC numbers	dihydroflavonol-4-reductase [EC:1.1.1.219]	K00091
Metabolism	Energy metabolism	Methane metabolism	methanol dehydrogenase [EC:1.1.1.244]	K00093
Metabolism	Carbohydrate metabolism	Galactose metabolism	galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	K00094
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	K00096
Metabolism	Metabolism of cofactors and vitamins	Vitamin B6 metabolism	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	K00097
Other	metabolism	Enzymes with EC numbers	L-idonate 5-dehydrogenase [EC:1.1.1.264]	K00098
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	K00099
Metabolism	Carbohydrate metabolism	Butanoate metabolism	butanol dehydrogenase [EC:1.1.1.-]	K00100
Metabolism	Carbohydrate metabolism	Pyruvate metabolism	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	K00101
Metabolism	Carbohydrate metabolism	Pyruvate metabolism	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	K00102
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	L-gulonolactone oxidase [EC:1.1.3.8]	K00103
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]	K00104
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	alpha-glycerophosphate oxidase [EC:1.1.3.21]	K00105
BRITE	signaling and cellular processes	Exosome	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	K00106
Cellular Processes	Transport and catabolism	Peroxisome	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	K00106
Metabolism	Biosynthesis of other secondary metabolites; Nucleotide metabolism; Xenobiotics biodegradation and metabolism	Caffeine metabolism; Purine metabolism; Drug metabolism - other enzymes	xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	K00106
Metabolism	Carbohydrate metabolism	Ascorbate and aldarate metabolism	D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]	K00107
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	choline dehydrogenase [EC:1.1.99.1]	K00108
Metabolism	Carbohydrate metabolism	Butanoate metabolism	2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	K00109
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	K00111
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	K00112
Metabolism	Lipid metabolism	Glycerophospholipid metabolism	glycerol-3-phosphate dehydrogenase subunit C	K00113
Metabolism	Carbohydrate metabolism; Xenobiotics biodegradation and metabolism	Glycolysis / Gluconeogenesis; Pyruvate metabolism; Chloroalkane and chloroalkene degradation	alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	K00114
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9]	K00115
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle); Pyruvate metabolism	malate dehydrogenase (quinone) [EC:1.1.5.4]	K00116
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway	quinoprotein glucose dehydrogenase [EC:1.1.5.2]	K00117
Other	metabolism	Enzymes with EC numbers	glucose-fructose oxidoreductase [EC:1.1.99.28]	K00118
Human Diseases	Endocrine and metabolic disease	Alcoholic liver disease	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	K00121
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Energy metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Xenobiotics biodegradation and metabolism	Tyrosine metabolism; Glycolysis / Gluconeogenesis; Pyruvate metabolism; Methane metabolism; Fatty acid degradation; Retinol metabolism; Chloroalkane and chloroalkene degradation; Drug metabolism - cytochrome P450; Metabolism of xenobiotics by cytochrome P450; Naphthalene degradation	S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	K00121
Metabolism	Carbohydrate metabolism; Energy metabolism	Glyoxylate and dicarboxylate metabolism; Methane metabolism	formate dehydrogenase [EC:1.17.1.9]	K00122
Metabolism	Carbohydrate metabolism; Energy metabolism	Glyoxylate and dicarboxylate metabolism; Methane metabolism	formate dehydrogenase major subunit [EC:1.17.1.9]	K00123
Metabolism	Carbohydrate metabolism; Energy metabolism	Glyoxylate and dicarboxylate metabolism; Methane metabolism	formate dehydrogenase iron-sulfur subunit	K00124
Metabolism	Energy metabolism	Methane metabolism	formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	K00125
Metabolism	Carbohydrate metabolism; Energy metabolism	Glyoxylate and dicarboxylate metabolism; Methane metabolism	formate dehydrogenase subunit delta [EC:1.17.1.9]	K00126
Metabolism	Carbohydrate metabolism; Energy metabolism	Glyoxylate and dicarboxylate metabolism; Methane metabolism	formate dehydrogenase subunit gamma	K00127
Human Diseases	Endocrine and metabolic disease	Alcoholic liver disease	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	K00128
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Lipid metabolism; Metabolism of cofactors and vitamins; Metabolism of other amino acids; Metabolism of terpenoids and polyketides; Xenobiotics biodegradation and metabolism	Arginine and proline metabolism; Histidine metabolism; Lysine degradation; Tryptophan metabolism; Valine, leucine and isoleucine degradation; Ascorbate and aldarate metabolism; Glycolysis / Gluconeogenesis; Pyruvate metabolism; Fatty acid degradation; Glycerolipid metabolism; Pantothenate and CoA biosynthesis; beta-Alanine metabolism; Insect hormone biosynthesis; Limonene degradation; Chloroalkane and chloroalkene degradation	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	K00128
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Metabolism of other amino acids; Xenobiotics biodegradation and metabolism	Histidine metabolism; Phenylalanine metabolism; Tyrosine metabolism; Glycolysis / Gluconeogenesis; beta-Alanine metabolism; Drug metabolism - cytochrome P450; Metabolism of xenobiotics by cytochrome P450	aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	K00129
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism	betaine-aldehyde dehydrogenase [EC:1.2.1.8]	K00130
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis; Pentose phosphate pathway	glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	K00131
Metabolism	Carbohydrate metabolism	Butanoate metabolism; Pyruvate metabolism	acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	K00132
Metabolism	Amino acid metabolism; Biosynthesis of other secondary metabolites	Cysteine and methionine metabolism; Glycine, serine and threonine metabolism; Lysine biosynthesis; Monobactam biosynthesis	aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	K00133
BRITE	genetic information processing; signaling and cellular processes	Membrane trafficking; Exosome	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	K00134
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	K00134
Human Diseases	Cardiovascular disease; Infectious disease: bacterial; Neurodegenerative disease	Diabetic cardiomyopathy; Pathogenic Escherichia coli infection; Salmonella infection; Alzheimer disease	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	K00134
Metabolism	Carbohydrate metabolism; Energy metabolism	Glycolysis / Gluconeogenesis; Carbon fixation in photosynthetic organisms	glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]	K00134
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Metabolism of cofactors and vitamins	Alanine, aspartate and glutamate metabolism; Lysine degradation; Tyrosine metabolism; Butanoate metabolism; Nicotinate and nicotinamide metabolism	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	K00135
Metabolism	Amino acid metabolism; Metabolism of other amino acids	Arginine and proline metabolism; Lysine degradation; beta-Alanine metabolism	aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	K00137
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis; Pyruvate metabolism	aldehyde dehydrogenase [EC:1.2.1.-]	K00138
Metabolism	Amino acid metabolism; Carbohydrate metabolism	Alanine, aspartate and glutamate metabolism; Butanoate metabolism	succinate-semialdehyde dehydrogenase [EC:1.2.1.24]	K00139
Metabolism	Amino acid metabolism; Carbohydrate metabolism; Metabolism of other amino acids	Valine, leucine and isoleucine degradation; Inositol phosphate metabolism; Propanoate metabolism; beta-Alanine metabolism	malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	K00140
Metabolism	Xenobiotics biodegradation and metabolism	Aminobenzoate degradation; Toluene degradation; Xylene degradation	benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	K00141
BRITE	metabolism	Lipid biosynthesis proteins	acyl-CoA synthetase [EC:6.2.1.-]	K00142
Metabolism	Amino acid metabolism	Lysine biosynthesis	L-2-aminoadipate reductase [EC:1.2.1.95]	K00143
